🌙扉页,#genre#
金鹰卡通,http://150.138.8.143/00/SNM/CHANNEL00000047/index.m3u8
嘉佳卡通,http://150.138.8.143/00/SNM/CHANNEL00000074/index.m3u8
CETV1,http://150.138.8.143/00/SNM/CHANNEL00000076/index.m3u8
CETV2,http://150.138.8.143/00/SNM/CHANNEL00000077/index.m3u8

🌍港澳台,#genre#

香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
面包台,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8

东南亚之旅,https://vdse.bdstatic.com//b6295e9776c2cd347716fc2447e27fac.mp4
環球電視台,http://zb.xzxwhcb.com:9999/hls/world.m3u8
环球电视台,http://zb.xzxwhcb.com:9999/hls/world.m3u8


🌺备用,#genre#

1905电影-国内,http://xxw.me0.cn/1905dy.php?id=1905a
1905电影-国外,http://xxw.me0.cn/1905dy.php?id=1905b
中央新影-老故事,http://tvbox6.icu/tv/migu.php?id=lgs
中央新影-中学生,http://tvbox6.icu/tv/migu.php?id=zxs
中央新影-发现之旅,http://tvbox6.icu/tv/migu.php?id=fxzl
ZRTV综合,http://39.162.27.11:8081/newlive/live/hls/1/live.m3u8
人民铁道,http://39.162.27.11:8081/newlive/live/hls/2/live.m3u8
黑龙江新闻法治,http://123.166.61.70:8003/hls/51/index.m3u8
天津新闻,http://111.160.17.2:59901/tsfile/live/0001_22.m3u8
天津文艺,http://111.160.17.2:59901/tsfile/live/0001_23.m3u8
天津影视,http://111.160.17.2:59901/tsfile/live/0001_24.m3u8
天津体育,http://111.160.17.2:59901/tsfile/live/0001_25.m3u8
天津教育,http://111.160.17.2:59901/tsfile/live/0001_26.m3u8
精彩影视,http://111.160.17.2:59901/tsfile/live/0001_27.m3u8





山东卫视,http://lives.jnnews.tv/video/s10001-SDTV/index.m3u8
长清新闻,http://117.72.68.25:9930/qilu.php?id=jncqxw
济铁电视台,http://117.72.68.25:9930/qilu.php?id=jnjrtv
济阳综合,http://117.72.68.25:9930/qilu.php?id=jnjyzh
济阳影视,http://117.72.68.25:9930/qilu.php?id=jnjyys
历城新闻综合,http://117.72.68.25:9930/qilu.php?id=jnlcxw
平阴综合,http://117.72.68.25:9930/qilu.php?id=jnpyzh
商河综合,http://117.72.68.25:9930/qilu.php?id=jnshzh
商河影视,http://117.72.68.25:9930/qilu.php?id=jnshys
章丘综合,http://117.72.68.25:9930/qilu.php?id=jnzqzh
章丘公共,http://117.72.68.25:9930/qilu.php?id=jnzqgg
东营新闻综合,http://117.72.68.25:9930/qilu.php?id=dyxwzh
东营公共,http://117.72.68.25:9930/qilu.php?id=dygg
东营公共,http://117.72.68.25:9930/qilu.php?id=dygg2
东营科教,http://117.72.68.25:9930/qilu.php?id=dykj
东营区新闻综合,http://117.72.68.25:9930/qilu.php?id=dydyqxw
东营区科教影视,http://117.72.68.25:9930/qilu.php?id=dydyqkj
广饶综合,http://117.72.68.25:9930/qilu.php?id=dygrzh
广饶科教文艺,http://117.72.68.25:9930/qilu.php?id=dygrkj
垦利新闻综合,http://117.72.68.25:9930/qilu.php?id=dyklxw
利津综合,http://117.72.68.25:9930/qilu.php?id=dyljzh
利津文化生活,http://117.72.68.25:9930/qilu.php?id=dyljwh
黄岛综合,http://117.72.68.25:9930/qilu.php?id=qdhdzh
黄岛生活,http://117.72.68.25:9930/qilu.php?id=qdhdsh
即墨综合,http://117.72.68.25:9930/qilu.php?id=qdjmzh
即墨生活服务,http://117.72.68.25:9930/qilu.php?id=qdjmsh
胶州综合,http://117.72.68.25:9930/qilu.php?id=qdjzzh
胶州生活,http://117.72.68.25:9930/qilu.php?id=qdjzsh
李沧TV,http://117.72.68.25:9930/qilu.php?id=qdlc
崂山TV,http://117.72.68.25:9930/qilu.php?id=qdls
莱西综合,http://117.72.68.25:9930/qilu.php?id=qdlxzh
莱西生活,http://117.72.68.25:9930/qilu.php?id=qdlxsh
平度新闻综合,http://117.72.68.25:9930/qilu.php?id=qdpdxw
平度生活服务,http://117.72.68.25:9930/qilu.php?id=qdpdsh
潍坊新闻综合,http://117.72.68.25:9930/qilu.php?id=wfxwzh
潍坊生活,http://117.72.68.25:9930/qilu.php?id=wfsh
潍坊影视综艺,http://117.72.68.25:9930/qilu.php?id=wfyswy
潍坊科教文旅,http://117.72.68.25:9930/qilu.php?id=wfkjwl
潍坊高新区,http://117.72.68.25:9930/qilu.php?id=wfgxq
安丘综合,http://117.72.68.25:9930/qilu.php?id=wfaqzh
安丘民生,http://117.72.68.25:9930/qilu.php?id=wfaqms
滨海新闻综合,http://117.72.68.25:9930/qilu.php?id=wfbhxw
昌乐综合,http://117.72.68.25:9930/qilu.php?id=wfclzh
昌邑综合,http://117.72.68.25:9930/qilu.php?id=wfcyzh
昌邑经济生活,http://117.72.68.25:9930/qilu.php?id=wfcyjj
坊子新闻综合,http://117.72.68.25:9930/qilu.php?id=wffzxw
高密综合,http://117.72.68.25:9930/qilu.php?id=wfgmzh
高密党建农科,http://117.72.68.25:9930/qilu.php?id=wfgmdj
潍坊高新区电视,http://117.72.68.25:9930/qilu.php?id=wfgxq
寒亭新闻,http://117.72.68.25:9930/qilu.php?id=wfhtxw
奎文电视台,http://117.72.68.25:9930/qilu.php?id=wfkwtv
临朐新闻综合,http://117.72.68.25:9930/qilu.php?id=wflqxw
青州综合,http://117.72.68.25:9930/qilu.php?id=wfqzzh
青州文化旅游,http://117.72.68.25:9930/qilu.php?id=wfqzwh
潍城TV,http://117.72.68.25:9930/qilu.php?id=wfwc
诸城新闻综合,http://117.72.68.25:9930/qilu.php?id=wfzcxw
诸城生活娱乐,http://117.72.68.25:9930/qilu.php?id=wfzcsh
长岛TV,http://117.72.68.25:9930/qilu.php?id=ytcd
福山综合,http://117.72.68.25:9930/qilu.php?id=ytfszh
山生活(无信号),http://117.72.68.25:9930/qilu.php?id=ytfssh
海阳综合,http://117.72.68.25:9930/qilu.php?id=ythyzh
龙口综合,http://117.72.68.25:9930/qilu.php?id=ytlkzh
龙口生活,http://117.72.68.25:9930/qilu.php?id=ytlksh
莱山综合,http://117.72.68.25:9930/qilu.php?id=ytlszh
莱山影视,http://117.72.68.25:9930/qilu.php?id=ytlsys
莱阳综合,http://117.72.68.25:9930/qilu.php?id=ytlyzh
莱阳民生综艺,http://117.72.68.25:9930/qilu.php?id=ytlyms
莱州综合,http://117.72.68.25:9930/qilu.php?id=ytlzzh
牟平综合,http://117.72.68.25:9930/qilu.php?id=ytmpzh
蓬莱综合,http://117.72.68.25:9930/qilu.php?id=ytplzh
蓬莱综艺,http://117.72.68.25:9930/qilu.php?id=ytplzy
栖霞综合,http://117.72.68.25:9930/qilu.php?id=ytqxzh
栖霞苹果,http://117.72.68.25:9930/qilu.php?id=ytqxpg
招远综合,http://117.72.68.25:9930/qilu.php?id=ytzyzh
招远综艺,http://117.72.68.25:9930/qilu.php?id=ytzyzy
博山新闻,http://117.72.68.25:9930/qilu.php?id=zbbsxw
博山图文,http://117.72.68.25:9930/qilu.php?id=zbbstw
高青综合,http://117.72.68.25:9930/qilu.php?id=zbgqzh
高青影视,http://117.72.68.25:9930/qilu.php?id=zbgqys
桓台综合,http://117.72.68.25:9930/qilu.php?id=zbht1
桓台影视,http://117.72.68.25:9930/qilu.php?id=zbht2
临淄新闻综合,http://117.72.68.25:9930/qilu.php?id=zblzxw
临淄生活服务,http://117.72.68.25:9930/qilu.php?id=zblzsh
沂源综合,http://117.72.68.25:9930/qilu.php?id=zbyyzh
沂源生活,http://117.72.68.25:9930/qilu.php?id=zbyysh
淄川新闻,http://117.72.68.25:9930/qilu.php?id=zbzcxw
淄川生活,http://117.72.68.25:9930/qilu.php?id=zbzcsh
张店综合,http://117.72.68.25:9930/qilu.php?id=zbzd1
张店2,http://117.72.68.25:9930/qilu.php?id=zbzd2
周村新闻,http://117.72.68.25:9930/qilu.php?id=zbzctv1
周村生活,http://117.72.68.25:9930/qilu.php?id=zbzctv2
山亭综合,http://117.72.68.25:9930/qilu.php?id=zzstzh
枣庄市中综合,http://117.72.68.25:9930/qilu.php?id=zzszzh
台儿庄新闻综合,http://117.72.68.25:9930/qilu.php?id=zztezxw
滕州综合,http://117.72.68.25:9930/qilu.php?id=zztzzh
滕州民生,http://117.72.68.25:9930/qilu.php?id=zztzms
薛城新闻综合,http://117.72.68.25:9930/qilu.php?id=zzxcxw
峄城综合,http://117.72.68.25:9930/qilu.php?id=zzyczh
滨城TV,http://117.72.68.25:9930/qilu.php?id=bzbctv
博兴综合,http://117.72.68.25:9930/qilu.php?id=bzbxzh
博兴生活,http://117.72.68.25:9930/qilu.php?id=bzbxsh
惠民综合,http://117.72.68.25:9930/qilu.php?id=bzhmzh
惠民影视,http://117.72.68.25:9930/qilu.php?id=bzhmys
无棣综合,http://117.72.68.25:9930/qilu.php?id=bzwdzh
无棣综艺,http://117.72.68.25:9930/qilu.php?id=bzwdzy
阳信新闻综合,http://117.72.68.25:9930/qilu.php?id=bzyxxw
沾化综合,http://117.72.68.25:9930/qilu.php?id=bzzhzh
沾化综艺,http://117.72.68.25:9930/qilu.php?id=bzzhzy
邹平综合,http://117.72.68.25:9930/qilu.php?id=bzzpzh
邹平民生,http://117.72.68.25:9930/qilu.php?id=bzzpms
德州新闻综合,http://117.72.68.25:9930/qilu.php?id=dzxwzh
德州经济生活,http://117.72.68.25:9930/qilu.php?id=dzjjsh
德州图文,http://117.72.68.25:9930/qilu.php?id=dztw
陵城综合,http://117.72.68.25:9930/qilu.php?id=dzlczh
乐陵新闻综合,http://117.72.68.25:9930/qilu.php?id=dzllxw
乐陵城市生活,http://117.72.68.25:9930/qilu.php?id=dzllcs
临邑1,http://117.72.68.25:9930/qilu.php?id=dzly1
临邑2,http://117.72.68.25:9930/qilu.php?id=dzly2
宁津综合,http://117.72.68.25:9930/qilu.php?id=dznjzh
平原综合,http://117.72.68.25:9930/qilu.php?id=dzpyzh
齐河综合,http://117.72.68.25:9930/qilu.php?id=dzqhzh
庆云综合,http://117.72.68.25:9930/qilu.php?id=dzqyzh
庆云生活,http://117.72.68.25:9930/qilu.php?id=dzqysh
武城综合,http://117.72.68.25:9930/qilu.php?id=dzwczh
武城综艺影视,http://117.72.68.25:9930/qilu.php?id=dzwczy
夏津综合,http://117.72.68.25:9930/qilu.php?id=dzxjzh
夏津公共,http://117.72.68.25:9930/qilu.php?id=dzxjgg
禹城综合,http://117.72.68.25:9930/qilu.php?id=dzyczh
禹城综艺,http://117.72.68.25:9930/qilu.php?id=dzyczy
成武综合,http://117.72.68.25:9930/qilu.php?id=hzcwzh
成武综艺,http://117.72.68.25:9930/qilu.php?id=hzcwzy
曹县综合,http://117.72.68.25:9930/qilu.php?id=hzcxzh
东明新闻综合,http://117.72.68.25:9930/qilu.php?id=hzdmxw
定陶新闻,http://117.72.68.25:9930/qilu.php?id=hzdt1
定陶综艺,http://117.72.68.25:9930/qilu.php?id=hzdt2
鄄城综合,http://117.72.68.25:9930/qilu.php?id=hzjczh
巨野新闻,http://117.72.68.25:9930/qilu.php?id=hzjyxw
牡丹区新闻综合,http://117.72.68.25:9930/qilu.php?id=hzmdxw
牡丹区综艺,http://117.72.68.25:9930/qilu.php?id=hzmdzy
单县综合,http://117.72.68.25:9930/qilu.php?id=hzsxzh
郓城新闻,http://117.72.68.25:9930/qilu.php?id=hzycxw
郓城综艺,http://117.72.68.25:9930/qilu.php?id=hzyczy
嘉祥综合,http://117.72.68.25:9930/qilu.php?id=jijiazh
嘉祥生活,http://117.72.68.25:9930/qilu.php?id=jijiash
金乡综合,http://117.72.68.25:9930/qilu.php?id=jijxzh
金乡生活,http://117.72.68.25:9930/qilu.php?id=jijxsh
梁山综合,http://117.72.68.25:9930/qilu.php?id=jilszh
曲阜新闻综合,http://117.72.68.25:9930/qilu.php?id=jiqfxw
任城新闻综合,http://117.72.68.25:9930/qilu.php?id=jircxw
任城影视娱乐,http://117.72.68.25:9930/qilu.php?id=jircys
泗水新闻综合,http://117.72.68.25:9930/qilu.php?id=jissxw
泗水文化生活,http://117.72.68.25:9930/qilu.php?id=jisswh
微山综合,http://117.72.68.25:9930/qilu.php?id=jiws1
微山2套,http://117.72.68.25:9930/qilu.php?id=jiws2
汶上综合,http://117.72.68.25:9930/qilu.php?id=jiwszh
汶上生活,http://117.72.68.25:9930/qilu.php?id=jiwssh
鱼台新闻,http://117.72.68.25:9930/qilu.php?id=jiytxw
鱼台生活,http://117.72.68.25:9930/qilu.php?id=jiytsh
茌平综合,http://117.72.68.25:9930/qilu.php?id=lccpzh
茌平生活,http://117.72.68.25:9930/qilu.php?id=lccpsh
东昌综合,http://117.72.68.25:9930/qilu.php?id=lcdczh
东阿综合,http://117.72.68.25:9930/qilu.php?id=lcdezh
东阿综艺,http://117.72.68.25:9930/qilu.php?id=lcdezy
高唐综合,http://117.72.68.25:9930/qilu.php?id=lcgtzh
高唐综艺,http://117.72.68.25:9930/qilu.php?id=lcgtzy
冠县综合,http://117.72.68.25:9930/qilu.php?id=lcgxzh
临清综合,http://117.72.68.25:9930/qilu.php?id=lclqzh
临清经济信息,http://117.72.68.25:9930/qilu.php?id=lclqjj
莘县综合,http://117.72.68.25:9930/qilu.php?id=lcsxzh
莘县生活,http://117.72.68.25:9930/qilu.php?id=lcsxsh
阳谷综合,http://117.72.68.25:9930/qilu.php?id=lcygzh
阳谷影视,http://117.72.68.25:9930/qilu.php?id=lcygys
费县综合,http://117.72.68.25:9930/qilu.php?id=lyfxzh
费县生活,http://117.72.68.25:9930/qilu.php?id=lyfxsh
河东影视,http://117.72.68.25:9930/qilu.php?id=lyhdys
河东综合,http://117.72.68.25:9930/qilu.php?id=lyhdzh
莒南综合,http://117.72.68.25:9930/qilu.php?id=lyjnzh
莒南影视,http://117.72.68.25:9930/qilu.php?id=lyjnys
兰山综合,http://117.72.68.25:9930/qilu.php?id=lylszh
临沭综合,http://117.72.68.25:9930/qilu.php?id=lyls1
临沭生活,http://117.72.68.25:9930/qilu.php?id=lyls2
罗庄综合,http://117.72.68.25:9930/qilu.php?id=lylzzh
罗庄影视,http://117.72.68.25:9930/qilu.php?id=lylzys
蒙阴综合,http://117.72.68.25:9930/qilu.php?id=lymy1
蒙阴2套,http://117.72.68.25:9930/qilu.php?id=lymy2
平邑综合,http://117.72.68.25:9930/qilu.php?id=lypyzh
平邑生活,http://117.72.68.25:9930/qilu.php?id=lypysh
郯城综合,http://117.72.68.25:9930/qilu.php?id=lytc1
郯城2套,http://117.72.68.25:9930/qilu.php?id=lytc2
沂南综合,http://117.72.68.25:9930/qilu.php?id=lyynzh
沂南红色影视,http://117.72.68.25:9930/qilu.php?id=lyynys
沂水综合,http://117.72.68.25:9930/qilu.php?id=lyys1
沂水生活,http://117.72.68.25:9930/qilu.php?id=lyys2
莒县综合,http://117.72.68.25:9930/qilu.php?id=rzjx1
岚山TV,http://117.72.68.25:9930/qilu.php?id=rzls
五莲综合,http://117.72.68.25:9930/qilu.php?id=rzwlzh
五莲文化旅游,http://117.72.68.25:9930/qilu.php?id=rzwlwh
东平综合,http://117.72.68.25:9930/qilu.php?id=tadpzh
东平民生,http://117.72.68.25:9930/qilu.php?id=tadpms
岱岳TV,http://117.72.68.25:9930/qilu.php?id=tady
肥城综合,http://117.72.68.25:9930/qilu.php?id=tafczh
肥城生活,http://117.72.68.25:9930/qilu.php?id=tafcsh
宁阳综合,http://117.72.68.25:9930/qilu.php?id=tany1
宁阳2套,http://117.72.68.25:9930/qilu.php?id=tany2
泰山TV,http://117.72.68.25:9930/qilu.php?id=tats
新泰综合,http://117.72.68.25:9930/qilu.php?id=taxtzh
新泰乡村,http://117.72.68.25:9930/qilu.php?id=taxtxc
威海新闻综合,http://117.72.68.25:9930/qilu.php?id=whxwzh
威海都市生活,http://117.72.68.25:9930/qilu.php?id=whdssh
威海海洋,http://117.72.68.25:9930/qilu.php?id=whhy
威海环翠综合,http://117.72.68.25:9930/qilu.php?id=whhczh
荣成综合,http://117.72.68.25:9930/qilu.php?id=whrczh
荣成生活,http://117.72.68.25:9930/qilu.php?id=whrcsh
乳山综合,http://117.72.68.25:9930/qilu.php?id=whrszh
乳山生活,http://117.72.68.25:9930/qilu.php?id=whrssh
文登TV1,http://117.72.68.25:9930/qilu.php?id=whwd1
文登TV2,http://117.72.68.25:9930/qilu.php?id=whwd2




🌺备用1,#genre#

山东卫视,http://150.138.8.132/00/SNM/CHANNEL10000301/index.m3u8
山东卫视,http://150.138.8.132/00/SNM/CHANNEL10000051/index.m3u8
山东齐鲁,http://150.138.8.132/00/SNM/CHANNEL10000313/index.m3u8
山东齐鲁,http://150.138.8.132:80/00/SNM/CHANNEL00000052/index.m3u8
山东体育,http://150.138.8.132:80/00/SNM/CHANNEL00000315/index.m3u8
山东体育,http://150.138.8.132:80/00/SNM/CHANNEL00000057/index.m3u8
山东新闻,http://150.138.8.132/00/SNM/CHANNEL10000314/index.m3u8
山东新闻,http://150.138.8.132/00/SNM/CHANNEL10000053/index.m3u8
山东生活,http://150.138.8.132/00/SNM/CHANNEL10000055/index.m3u8
济宁综合,http://150.138.8.132/00/SNM/CHANNEL00000240/index.m3u8
济宁公共,http://150.138.8.132/00/SNM/CHANNEL00000241/index.m3u8
山东综艺,http://150.138.8.132/00/SNM/CHANNEL10000054/index.m3u8
山东农科,http://150.138.8.132/00/SNM/CHANNEL10000058/index.m3u8
山东少儿,http://150.138.8.132/00/SNM/CHANNEL00000340/index.m3u8
山东少儿,http://150.138.8.132/00/SNM/CHANNEL10000059/index.m3u8
山东教育,http://150.138.8.132:80/00/SNM/CHANNEL10000062/index.m3u8
山东文旅,http://150.138.8.132/00/SNM/CHANNEL10000056/index.m3u8
CCTV1,http://150.138.8.132:80/00/SNM/CHANNEL00000311/index.m3u8
CCTV1,http://150.138.8.132:80/00/SNM/CHANNEL00000001/index.m3u8
CCTV2,http://150.138.8.132:80/00/SNM/CHANNEL00000317/index.m3u8
CCTV3,http://150.138.8.132/00/SNM/CHANNEL00000359/index.m3u8
CCTV4,http://150.138.8.132:80/00/SNM/CHANNEL00000320/index.m3u8
CCTV5,http://150.138.8.132/00/SNM/CHANNEL00000360/index.m3u8
CCTV5,http://150.138.8.132:80/00/SNM/CHANNEL30000005/index.m3u8
CCTV5+,http://150.138.8.132:80/00/SNM/CHANNEL00000316/index.m3u8
CCTV6,http://150.138.8.132/00/SNM/CHANNEL00000361/index.m3u8
CCTV6,http://150.138.8.132:80/00/SNM/CHANNEL00000006/index.m3u8
CCTV7,http://150.138.8.132:80/00/SNM/CHANNEL00000318/index.m3u8
CCTV8,http://150.138.8.132/00/SNM/CHANNEL00000362/index.m3u8
CCTV8,http://150.138.8.132:80/00/SNM/CHANNEL00000008/index.m3u8
CCTV9,http://150.138.8.132:80/00/SNM/CHANNEL00000319/index.m3u8
CCTV10,http://150.138.8.132:80/00/SNM/CHANNEL00000321/index.m3u8
CCTV11,http://150.138.8.132/00/SNM/CHANNEL00000344/index.m3u8
CCTV12,http://150.138.8.132:80/00/SNM/CHANNEL00000322/index.m3u8
CCTV13,http://150.138.8.132/00/SNM/CHANNEL00000345/index.m3u8
CCTV14,http://150.138.8.132:80/00/SNM/CHANNEL00000323/index.m3u8
CCTV15,http://150.138.8.132/00/SNM/CHANNEL00000346/index.m3u8
CCTV16,http://150.138.8.132/00/SNM/CHANNEL00000364/index.m3u8
CCTV17,http://150.138.8.132:80/00/SNM/CHANNEL00000303/index.m3u8
CCTV欧洲,http://150.138.8.132/00/SNM/CHANNEL00000350/index.m3u8
湖南卫视,http://150.138.8.132:80/00/SNM/CHANNEL00000324/index.m3u8
浙江卫视,http://150.138.8.132:80/00/SNM/CHANNEL00000305/index.m3u8
东方卫视,http://150.138.8.132:80/00/SNM/CHANNEL00000309/index.m3u8
安徽卫视,http://150.138.8.132:80/00/SNM/CHANNEL00000328/index.m3u8
江苏卫视,http://150.138.8.132:80/00/SNM/CHANNEL00000304/index.m3u8
江苏卫视,http://150.138.8.132:80/00/SNM/CHANNEL00000018/index.m3u8
东南卫视,http://150.138.8.132:80/00/SNM/CHANNEL00000028/index.m3u8
东南卫视,http://150.138.8.132:80/00/SNM/CHANNEL00000310/index.m3u8
天津卫视,http://150.138.8.132:80/00/SNM/CHANNEL00000021/index.m3u8
济宁教育,http://150.138.8.132:80/00/SNM/CHANNEL00000239/index.m3u8
深圳卫视,http://150.138.8.132:80/00/SNM/CHANNEL00000308/index.m3u8
北京卫视,http://150.138.8.132:80/00/SNM/CHANNEL00000302/index.m3u8
上海卫视,http://150.138.8.132:80/00/SNM/CHANNEL00000022/index.m3u8
辽宁卫视,http://150.138.8.132:80/00/SNM/CHANNEL00000026/index.m3u8
湖北卫视,http://150.138.8.132:80/00/SNM/CHANNEL00000031/index.m3u8
贵州卫视,http://150.138.8.132:80/00/SNM/CHANNEL00000041/index.m3u8
江西卫视,http://150.138.8.132:80/00/SNM/CHANNEL00000035/index.m3u8
河北卫视,http://150.138.8.132:80/00/SNM/CHANNEL00000034/index.m3u8
海南卫视,http://150.138.8.132/00/SNM/CHANNEL00000347/index.m3u8
黑龙江卫视,http://150.138.8.132:80/00/SNM/CHANNEL00000306/index.m3u8
黑龙江卫视,http://150.138.8.132:80/00/SNM/CHANNEL00000027/index.m3u8
四川卫视,http://150.138.8.132/00/SNM/CHANNEL00000348/index.m3u8
山西卫视,http://150.138.8.132:80/00/SNM/CHANNEL00000032/index.m3u8
河南卫视,http://150.138.8.132/00/SNM/CHANNEL00000358/index.m3u8
广西卫视,http://150.138.8.132:80/00/SNM/CHANNEL00000038/index.m3u8
吉林卫视,http://150.138.8.132/00/SNM/CHANNEL00000363/index.m3u8
云南卫视,http://150.138.8.132:80/00/SNM/CHANNEL00000039/index.m3u8
陕西卫视,http://150.138.8.132:80/00/SNM/CHANNEL00000029/index.m3u8
内蒙古卫视,http://150.138.8.132:80/00/SNM/CHANNEL00000040/index.m3u8
新疆卫视,http://150.138.8.132:80/00/SNM/CHANNEL00000044/index.m3u8
宁夏卫视,http://150.138.8.132:80/00/SNM/CHANNEL00000043/index.m3u8
甘肃卫视,http://150.138.8.132/00/SNM/CHANNEL00000349/index.m3u8
青海卫视,http://150.138.8.132:80/00/SNM/CHANNEL00000042/index.m3u8
西藏卫视,http://150.138.8.132:80/00/SNM/CHANNEL00000045/index.m3u8
金鹰卡通,http://150.138.8.132:80/00/SNM/CHANNEL00000047/index.m3u8
优漫卡通,http://150.138.8.132:80/00/SNM/CHANNEL00000049/index.m3u8
卡酷少儿,http://150.138.8.132:80/00/SNM/CHANNEL00000048/index.m3u8
哈哈炫动,http://150.138.8.132:80/00/SNM/CHANNEL00000050/index.m3u8
嘉佳卡通,http://150.138.8.132/00/SNM/CHANNEL00000074/index.m3u8
兵团卫视,http://150.138.8.132/00/SNM/CHANNEL00000071/index.m3u8
农林卫视,http://150.138.8.132/00/SNM/CHANNEL00000072/index.m3u8
中国交通,http://150.138.8.132/00/SNM/CHANNEL00000073/index.m3u8
三沙卫视,http://150.138.8.132/00/SNM/CHANNEL00000078/index.m3u8
厦门卫视,http://150.138.8.132/00/SNM/CHANNEL00000075/index.m3u8
广东卫视,http://150.138.8.132:80/00/SNM/CHANNEL00000307/index.m3u8
广东卫视,http://150.138.8.132:80/00/SNM/CHANNEL00000025/index.m3u8
重庆卫视,http://150.138.8.132:80/00/SNM/CHANNEL00000341/index.m3u8
体育赛事,http://150.138.8.132/00/SNM/CHANNEL00002013/index.m3u8


💫山东联通,#genre#
CCTV1, http://119.166.7.60:6666/udp/239.253.254.77:8000
CCTV2, http://119.166.7.60:6666/udp/239.253.254.232:8000
CCTV3, http://119.166.7.60:6666/udp/239.253.254.191:8000
CCTV4, http://119.166.7.60:6666/udp/239.253.254.111:8000
CCTV4, http://119.166.7.60:6666/udp/239.253.254.186:8000
CCTV4, http://119.166.7.60:6666/udp/239.253.254.187:8000
CCTV5, http://119.166.7.60:6666/udp/239.253.254.192:8000
CCTV5+, http://119.166.7.60:6666/udp/239.253.254.80:8000
CCTV6, http://119.166.7.60:6666/udp/239.253.254.193:8000
CCTV7, http://119.166.7.60:6666/udp/239.253.254.233:8000
CCTV8, http://119.166.7.60:6666/udp/239.253.254.194:8000
CCTV9, http://119.166.7.60:6666/udp/239.253.254.79:8000
CCTV10, http://119.166.7.60:6666/udp/239.253.254.234:8000
CCTV11, http://119.166.7.60:6666/udp/239.253.254.169:8000
CCTV12, http://119.166.7.60:6666/udp/239.253.254.235:8000
CCTV13, http://119.166.7.60:6666/udp/239.253.254.175:8000
CCTV14, http://119.166.7.60:6666/udp/239.253.254.236:8000
CCTV15, http://119.166.7.60:6666/udp/239.253.254.170:8000
